Id	Desc
CAT_000101_e234_d1	1° Joli dessin à l'encre de Chine, (1827) in-18 obl. Fait pour M. de Beauchesne, qui l'a certifié
CAT_000101_e234_d2	2° L. a. s. à M. de Beauchesne, Barle-Duc, 1826, 3 p. 1/4in-8. Curieuse.
CAT_000101_e235_d1	Vue dans la rallée de Gavarni, très-belle aquarelle, sig., in-4 obl.
CAT_000101_e236_d1	Dessin au crayon, sig., représentant deux personnages, homme et femme, en costume du XVIIIe siècle; in-8.
CAT_000101_e237_d1	Croquis-charge où il s'est représenté, ainsi qu'Ambroise Baudry, dessin humoristique à l'encre, avec légende de 5 lignes aut., 1 p.in-8.
CAT_000101_e238_d1	L. a. s. à une dame; 26 juillet 1814, 4 p.in-8. Très-jolie pièce, illustrée de dessins.
CAT_000101_e239_d1	Dessin au crayon représentant Bonaparte avec cette légende autographe : Le général de la grande nation, in-32. Ce précieux dessin est fixé sur une feuille de papier bleu.
CAT_000101_e240_d1	Tête de panthère, beau dessin à la plume et au lavis, sig. de ses initiales, in-8 obl.
CAT_000101_e241_d1	Le Jugement de Salomon, curieux croquis à la mine de plomb, in-8 obl. Provenant de sa vente, dont il porte le cachet.
CAT_000101_e242_d1	Le Mont-Blanc, vue prise de Dronaz, dessin en couleur, sig., 1843. in-8 obl.
CAT_000101_e243_d1	L. a. s. à un ami; (Paris), 5 juillet 1864, 1 p.in-8. Très-jolie pièce.
CAT_000101_e244_d1	Paysage, joli dessin à la sépia, provenant de la vente Mahérault; in-8 obl.
CAT_000101_e245_d1	Dessin à l'encre de Chine, représentant une danse de jeunes filles.
CAT_000101_e246_d1	1° Dessin au crayon, représentant deux personnages en costumes religieux, avec légende aut. en italien, 1 p.in-8 obl.
CAT_000101_e246_d2	2° L. a. s., 1 p.in-8. Curieuse lettre sur le peintre Monsiau.
CAT_000101_e247_d1	Dessin à la plume, sig., in-8.
CAT_000101_e248_d1	L. a. s., 1 p.in-8, avec un curieux croquis occupant la moitié de la page.
CAT_000101_e249_d1	L. a. s. à E. Forster, 1 p.in-4.
CAT_000101_e250_d1	Photographie d'un de ses tableaux, représentant un intérieur de harem, avec dédicace aut. sig., in-8 obl. Un peu passée.
CAT_000101_e251_d1	Etude de femme, beau dessin à la mine de plomb, sig., in-8 obl.
CAT_000101_e252_d2	1° Vue de la Curia ortilia, à Rome, dessin à l'encre de Chine. sig., in-18
CAT_000101_e252_d1	2° L. a. s. à Ingres; Rome, 1830, 2 p.in-18. Curieuse.
CAT_000101_e253_d1	Portrait-charge, dessin au crayon, in-8.
CAT_000101_e254_d1	Guerriers indiens, esquisse à l'encre de Chine, provenant de la vente Mahérault; in-8 obl.
CAT_000136_e1_d1	L. a. s.; 3 p. 1/2in-8. Curieuse.
CAT_000136_e2_d1	L. a. sig. à la 3e personne, 1/2 p.in-4.
CAT_000136_e3_d1	L. a. s., en français; 2 p. 3/4 pet. in-8. Curieuse.
CAT_000136_e4_d1	L. a. s. à son frère Nicolas d'Angennes, marquis de Rambouillet (célèbre diplomate); Paris, 8 août 1584, 1 p.in-fol. Très belle lettre de réconciliation.
CAT_000136_e5_d1	Let. sig. avec la souscript, aut. et un post-scriptum de 7 lignes aut. à son frère le marquis de Rambouillet ; Paris, 11 octobre 1575, 1 p.in-fol.
CAT_000136_e6_d1	L. a. s. à sa mère ; Varsovie, 19 octobre 1803, 1 p. 1/2in-4.
CAT_000136_e7_d1	Pièce sig., sig. aussi par son mari le duc d'Angoulême ; château de Mitau en Courlande, 11 mars 1800, 2 p.in-fol.
CAT_000136_e8_d1	L. a. s., 1/2 p.in-8.
CAT_000136_e9_d1	Les Compensations, fragment. Pièce de vers aut. sig.; 3/4 de p.in-8.
CAT_000136_e10_d1	L. a. s. à Mlle de Scudéry ; Lyon, 28 juin (1680), 3 p.in-4.
CAT_000136_e11_d1	L. a. s. à une dame ; Paris, 9 septembre, 3/4 de p.in-4.
CAT_000136_e12_d1	>L. a. s. (à Chavigny); Paris, 26 avril 1636, 1 p.in-fol. Superbe lettre de témoignages d'amitié.
CAT_000136_e13_d1	L. a. sig. de ses initiales, à d'Avrecour, son collaborateur; Paris, 3 août 1850, 4 p.in-8. Rare.
CAT_000136_e14_d1	L. a. s.1 p.in-8.
CAT_000136_e15_d1	L. a. s.; Versailles, 31 décembre 1714, 1 p. 3/4in-4. Ecornée. Relative à l'administration des hôpitaux de la Flandre maritime.
CAT_000136_e16_d1	Pièce sig. sur vélin ; Paris 10 septembre 1655, 1 p.in-4 obl.
CAT_000136_e17_d1	Let. aut. à une dame à Mayac, près Périgueux, 21 septembre 1731, 2 p.in-4. Belle lettre.
CAT_000136_e18_d1	L. a. s. au professeur Zaffarini ; Bologne, 1809, 1 p.in-4. Curieuse.
CAT_000136_e19_d1	Pièce de 3 lig. aut. sig. Honoré de Ba. Envoi d'auteur découpé d'un livre, in-32 obl.
CAT_000136_e20_d1	L. a. s.3/4 de p.in-8.
CAT_000136_e21_d1	L. a. s., 1 p.in-8. Belle et curieuse lettre écrite à l'encre rouge.
CAT_000136_e22_d1	L. a. s. (au père Adry, de l'Oratoire); 3 nivôse an X. 2p. in-4. Intéressante lettre littéraire.
CAT_000136_e23_d1	Pièce sig. avec 1 ligne aut. sur vélin ; Paris 7 juin 1624, 1 p.in-8 obl.
CAT_000136_e24_d1	2 p.in-4.
CAT_000136_e25_d1	L. a. s.; 1878, 3 p.in-8.
CAT_000136_e26_d1	L. a. sig. de ses initiales à son éditeur; 8 janvier 1860, 3 p.in-4.
CAT_000136_e27_d1	L. a. s. à un homme de loi ; Paris, 11 mars 1808, 3 p.in-8.
CAT_000136_e28_d1	Pièce sig., 1594, 1 p.in-fol.
CAT_000136_e29_d1	Sa carte de visite avec 4 lig. aut.
CAT_000136_e30_d1	L. a. s. à Dessauert ; 3/4 de p.in-8.
CAT_000136_e31_d1	L. a. s., 1 p.in-8.
CAT_000136_e32_d1	Billet aut. sig.; 1 p.in-18 obl.
CAT_000136_e33_d1	L. a. s. au marquis Albergati, à Bologne ; Rome, 17 avril 1723, 1 p.in-8. Jolie lettre écrite comme cardinal.
CAT_000136_e34_d1	L. a. s. à M. Quénescourt, à Péronne ; (1809). 3 p.in-8.
CAT_000136_e35_d1	L. a. s. au baron Taylor ; 1829, 3/4 de p.in-8.
CAT_000136_e36_d1	L. a. s., 20 septembre 1823, 1 p. 1/2in-8.
CAT_000136_e37_d1	L. a. s. à M. Dietsch ; 1'p. iin-4.
CAT_000136_e38_d1	L. a. s. à une dame ; 1878. 2 p. 1/4in-18. Papier à son chiffre avec sa devise: Quand même. Charmante lettre.
CAT_000136_e39_d1	L. a. s.; 8 décembre 1871, 4 p.in-18. Curieuse.
CAT_000136_e40_d1	L. a. s., 1 p.in-8.
CAT_000136_e41_d1	L. a. s., à un savant ; 1760, 3 p.in-4. Intéressante.
CAT_000136_e42_d1	Pièce sig. sur vélin ; 1624, in-4 obl. Rare.
CAT_000136_e43_d1	L. a. s., 1/2 p.in-8.
CAT_000136_e44_d1	L. a. s. à M. Trécourt ; 4 janv. 1782, 2 p.in-4.
CAT_000136_e45_d1	L. a. sig. Henri à sa soeur ; (Brunswick, 25 decembre 1807), 3 p.in-4, cachet. Rare.
CAT_000136_e46_d1	Pièce. aut. sig. : Paris 28 mai 1817. 1 p.in-8, cachet.
CAT_000136_e47_d1	L. a. s., Paris 30 septembre 1786, 3/4 de p.in-8.
CAT_000136_e48_d1	L. a. s. ; (1822) 3 p.in-4 Un peu fripée.
CAT_000136_e49_d1	L. a. s.; 1840, 1/2 p.in-8
CAT_000136_e50_d1	L. a. s. à M. Cherequefosse, à Tournai ; Bury, 17 octobre 1848, 1 p. 1/4in-8.
CAT_000136_e51_d1	L. a. s. ; sig. aussi par sa femme Alexandrine de Bleschamp, à son oncle (le cardinal Fesch) ; 6 nov. 1817, 3/4 de p.in-4.-Notification du mariage de leur fille Anna avec le jeune prince Hercoloni.
CAT_000136_e52_d1	L. a. s. à sa nièce Louise ; 30 décembre 1819, 3/4 de p.in-8. Charmante lettre.
CAT_000136_e53_d1	L. a. s. au chevalier d'Hautmesnil, chez la princesse Borghèse à Rome ; Frohsdonf, 5 luin 1820, 1 p.in-4. Fatiguée dans les plis.
CAT_000136_e54_d1	Pièce aut. sig. ; Pavie, 1818, 1/2 p.in-4.
CAT_000136_e55_d1	L. a. s. à Francesco Vettori, numismate, di¬
CAT_000136_e56_d1	L. a. s.; Faenza, 1762. 2 p.in-fol.
CAT_000136_e57_d1	L. a. s. ; 1 p.in-8.
CAT_000136_e58_d1	L. a. s. ; Sétif, 27 septembre 1851, 2 p. 1/2in-fol. Sup pièce.
CAT_000136_e59_d1	Quit. sig. sur vélin 1664, in-18 obl. Déchirure atteignant légèrement le texte.
CAT_000136_e60_d1	L. a. s. à M. Cellier, receveur généra de l'abbaye du Bec, à Brionne; septembre 1771, 2 p.in-4.
CAT_000136_e61_d1	L. a. s. à la 3e pers. à l'éditeur Treuttel ; 10 janvier ; 3/4 de p.in-8.
CAT_000136_e62_d1	Pièce sig. sur vélin; 1635, 1 p.in-8 obl.
CAT_000136_e63_d1	Pièce sig. 4 fois; Paris, 27 juin 1611-10 avil 1617, 12 p.in-fol.
CAT_000136_e64_d1	L. a. s. au médecin Ch. Spon, à Lyon : Paris, 6 mai 1642, 1 p.in-fol., cachet. Lègères déchirures.
CAT_000136_e65_d1	Pièce faut. sig. à la 3e personne, 1/3 de p.in-4 obl., légèrement roussie. Rare.
CAT_000136_e66_d1	L. a. s. ; Padoue 1830, 1 p.in-8.
CAT_000136_e67_d1	L. a. s. à M. de Vimeux; 28 fév. 1831, 2 p.in-8.
CAT_000136_e68_d1	L. a. s. à M. d'Estampes Valençay, archevêque de Reims; Paris, » septembre 1645, 3 p.in-fol. Cachet à ses armes. Légère lache d'eau. Rare.
CAT_000136_e69_d1	L. a. s. au comte de Puysegur ; Paris, 27 mai 1789, 1/2 p.in-4.
CAT_000136_e70_d1	Let. sig. avec un post-scriptum de 4 lignes aut. à M. Gérault, Paris, 25 avril 1764. 1 p. petit in-4.
CAT_000136_e71_d1	L. a. s., 1 p.in-8. Un peu fachée.
CAT_000136_e72_d1	L. a. s. ; Turin, 1775, 1 p.in-4.
CAT_000136_e73_d1	Pièce sig. ; Lorette, 23 septembre 1569, 1 p.in-8 obl., cachet de l'Ordre. Très rare.
CAT_000136_e74_d1	Pièce aut. sig. à la 3e pers. ; 11 nov. 1677, 1 p.in-18 obl.
CAT_000136_e75_d1	L. a. s. à un cri ique ; (1864) 2 p.in-8.
CAT_000136_e76_d1	L. a. s. ; Narbonne, 13 janv. 1787, 1 p. 3/4in-4.
CAT_000136_e77_d1	L. a. s.; 1 p.in-8. Rare.
CAT_000136_e78_d1	L. a. s. au citoyen Locré ; 19 ventôse an IV, 3/4 de p.in-8. Rare.
CAT_000136_e79_d1	P. a. s.1 p.in-8 obl.
CAT_000136_e80_d1	L. a. s. à un homme politique italien ; Milan, 14 avril 1866, 1 p. 1/3in-8.
CAT_000136_e81_d1	Let. sig. avec la souscript. aut., en italien, à Malacarne ; Padoue, 1800, 1 p.in-8.
CAT_000136_e82_d1	L. a. sig. à la 3e personne, à Malacarne; 1792, 1 p.in-8.
CAT_000136_e83_d1	Let. sig., avec la souscript. aut., au prince de la Roche-sur-Yon; Paris, 16 janvier 1563, 1/2 p.in-fol.
CAT_000136_e84_d1	Pièce sig. sur vélin; Paris, 25 juil. 1574, in-4 ob. Encre un peu effacée.
CAT_000136_e85_d1	Let. sig. à Ramond de Montesquiou ; Pau, 26 nov. 1588, 1 p.in-fol., cachet à ses armes. Belle pièce.
CAT_000136_e86_d1	Let. aut., en italien, à une dame ; (Pierry, près Epernay), 4 p.in-4.
CAT_000136_e87_d1	L. a. s.; Nîmes, 22 févr. 1791, 2 p. 1/4in-fol.
CAT_000136_e88_d1	L. a. s. au citoyen Duval; 1 p.in-8. Un peu fripée.
CAT_000136_e89_d1	L. a. s. au peintre Bonvin; 17 avril 1870, 2 p.in-18.
CAT_000136_e90_d1	L. a. s., 1 p.in-8.
CAT_000136_e91_d1	L. a. s.; franci (Yonne), 1762, 3 p. 3/4in-4.
CAT_000136_e92_d1	Let. sig., sur vélin, aux conseiller des finances: Montilz-lès-Tours, 1492 1 p in-fol. obl. Jaunie.
CAT_000136_e93_d1	Let. sig. à Louis Eb rhard, duc de Wurtemberg, comte de Montbéliard; Vienne 4 juil. 1725, 1 p. 3/4in-fol. Sceau Légère dechirure.
CAT_000136_e94_d1	L. a. s., en français à Sa Majesté…, Stockholm, 2 nov. 1852, 1 p. 1/2in-4.
CAT_000136_e95_d1	L. a. s. à l'Internonce de Bruxelles; Madrid 14 sept. 1650, 3 p.in-fol.
CAT_000136_e96_d1	1° L. a. s.; Rome, 13 1679, 1 p. 1/2in-4.
CAT_000136_e96_d2	2° Pièce sig.; Rome 4 octobre 1708, 1 p. double in-fol. cachet.
CAT_000136_e97_d1	L. a. s.; Paris, (1860), 1 p.in-8.
CAT_000136_e98_d1	L. a. s.; à l'armée navale, 2 août (1691), 4 p.in-4.
CAT_000136_e99_d1	L. a. s. au président Cl. Le Peletier; Saint-Germain-en-Laye, 25 juin 1668, 3/4 de p.in-4, Légère tache. Toule relative à Le Tellier.
CAT_000136_e100_d1	L. a. s. à Villeroy ; (Loudun, février 1616), 3/4 de p.in-fol., cachets à ses armes avec soies.
CAT_000136_e101_d1	L. a. s. à M. de Brosse, bailly de Gex; Seignelay, 3 juin 1682, 1 p.in-4. Belle lettre.
CAT_000136_e102_d1	Let. aut. à Obry; 2 p.in-8.
CAT_000136_e103_d1	L. a. s. au baronde Reinbard; Goetlingue, 10 août 1813, 2 p. 1/2in-4.
CAT_000136_e104_d1	L. a. s., au roi Louis-Philippe; Paris, 29 septembre 1832, 1 p.in-fol. Un peu fatiguée dans les plis Rare.
CAT_000136_e105_d1	L. a. s.; Strasbourg, 14 floréal (an VIII), 2 p.in-8.
CAT_000136_e106_d1	L. a. s. au prieur de Cormery; 10 août 1763, 1/2 p.in-8, cachet à ses armes.
CAT_000136_e107_d1	L. a. s. à Arago; Joigny, 21 juin 1834, 1 p.in-8.
CAT_000136_e108_d1	Let. sig. à Du Plessis-Mornay, souverneur de Saumur ; Brissac, 27 nov. 1620, 1 p.in-fol.
CAT_000136_e109_d1	L. a. s. à Mlle d'Oligny, comédienne du roi; 5 juin 1765, 1 p.in-4. Cachet camée.
CAT_000136_e110_d1	Pièce sig. sur vélin; 1704, 2 p. 1/4in-4.
CAT_000136_e111_d1	Pièce sig. sur vélin, 1503, 1 p.in-8 obl. Légères laches de rousseur.
CAT_000136_e112_d1	Pièce sig., sig. aussi par George de Monchy d'Hocquincourt, premier maître d'hôtel de la reine, et Jean du Bocquet, contrôleur général de la Maison du roi; Paris, 1er juil. 1616, 2 p.in-fol.
CAT_000136_e113_d1	L. a. s., en français, à M. Wittocx ; Londres, 31 mai 1850, 2 p.in-8.
CAT_000136_e114_d1	Lettre collective autographe écrite par lui et par sa mère elphine de Sabran à la marquise de Boufflers; 15 juillet, 3 p. 1/4in-8.
CAT_000136_e115_d1	L. a. s.; 1 p.in-4.
CAT_000136_e116_d1	L. a. s., 1/2 p.in-8.
CAT_000136_e117_d1	L. a. s.; Le Veyrier, 7 fév. 1859, 1 p.in-4.
CAT_000136_e118_d1	L. a. s. (à Edmond About); 10 décembre 1851, 2 p. 1/4in-8.
CAT_000136_e119_d1	L. a. s. (au peintre Decaisne); Nice, 12 janvier (1852), 3 p. 1/2in-8.
CAT_000136_e120_d1	L. a. s. à Jouslin de à Salle; 1 p.in-4.
CAT_000136_e121_d1	L. a. s. a Baculard d'Arnaud ; (1760), 1 p.in-8.
CAT_000136_e122_d1	L. a. s., 1 p.in-32.
CAT_000136_e123_d1	L. a. s. à un journaliste; Saint-Maixent. 2 nov. 1871 2/3 de p.in-8.
CAT_000136_e124_d1	L. a. s., 2/3 de p.in-8.
CAT_000136_e125_d1	L. a. s. à M. de Neuville ; 28 janvier 1791, 2 p.in-4.
CAT_000136_e126_d1	L. a. s. ; Paris, 9 fructidor an III, 1 p.in-8.
CAT_000136_e127_d1	Sa signature avec 8 petites lignes aut. sur une épreuve d'une planche pour l'Encyclopédie, 1 p.in-fol.
CAT_000136_e128_d1	Pièce sig. sur vélin; 22 novembre 1469, 1 p.in-4 obl. Sur la recepte de l'Angoumois.
CAT_000136_e129_d1	P. a. s. ; Louveciennes, 1790, 1/2 p.in-8 obl.
CAT_000136_e130_d1	Pièce sig., 1/2 p.in-8 obl.
CAT_000136_e131_d1	L. a. s. à l'abbé de Thésut ; 20 fév. 1719, 3/4 de p.in-4. Jolie lettre.
CAT_000136_e132_d1	L. a. s. à M. de la Pictière ; Chastelet, près Vitré, 25 août (1669), 2 p.in-4, cachet à ses armes.
CAT_000136_e133_d1	Let. aut. (au libraire Prault; Cirey, 16 fevrier 1739), 4 p. pleines in-8.
CAT_000136_e134_d1	Pièce sig. ; Paris, 14 octobre 1604, 1 p. 1/2in-fol.
CAT_000136_e135_d1	Pièce deux fois signée ; Paris, 14 décembre 1607, 2 p.in-f.
CAT_000136_e136_d1	L. a. s. à l'Archevêque de rt Bourges; Paris, 1er octobre 1771, 2 p. 1/2in-4 Rare.
CAT_000136_e137_d1	Les Paysans, pièce aut. sig., 1 p.in-4. Original de celle célèbre chanson.
CAT_000136_e138_d1	L. a. s., 1 p.in-8.
CAT_000136_e139_d1	L. a. s. à un général ; 2 mars 1809, 2 p.in-4.
CAT_000136_e140_d1	L. a. s.; 25 février, 2 p.in-8.
CAT_000136_e141_d1	Let. aut. (à Jeanne Quinault, la célèbre actrice) ; (vers 1775), 1 p.in-4.
CAT_000136_e142_d1	P. a. s.; 1732, 1 p.in-8 obl.
CAT_000136_e143_d1	Pièce sig. sur vélin, 1782, in-8 obl.
CAT_000136_e144_d1	11 l. a. s. au R. P. Blanchard, abbé de Sainte-Geneviève, à Paris; 1653-70, 13 p.in-4, cachets à ses arines.
CAT_000136_e145_d1	Pièce sig.; 19 nov. 1570, 3/4 de p.in-fol.
CAT_000136_e146_d1	Pièce sig.; 20 mars 1595, 1 p.in-f. Belle pièce.
CAT_000136_e147_d1	L. a. s.; Paris, 23 juin 1708, 1 p. 1/2in-8. Jolie lettre.
CAT_000136_e148_d1	L. a. s. auyRégent, (1720), 3 p. 1/2in-8.
CAT_000136_e149_d1	L. a. s., 1 p.in-18.
CAT_000136_e150_d1	L. a. s. à sa cousine (la princesse d'Anhalt-Schaumbourg); prison du Châtelet, 15 jauvier 1790, 2 p.in-8, cachet à ses armes L. a. moitié du feuillet de l'adresse a été enlevée.
CAT_000136_e151_d1	Let. sig. au gouverneur de Cênes et aux Anciens de cette ville; San-Severo, 26 décembre 1475, 3/4 de p.in-4 obl.
CAT_000136_e152_d1	Let. sig. aux gouverneur et officiers de la province de Guipuzcoa ; Valladolid, 22 juil. 1509, 1/2 p.in-4, cachet à ses armes très bien conservé.
CAT_000136_e153_d1	Let. sig. avec la souscript. aut. à Mme de Fontanges ; Rome, 16 octobre 1814, 1 p.in-4. Légère tache.
CAT_000136_e154_d1	L. a. s. à Buloz, Saint-Lô, 11 juil. 1855, 3 p. 1/3in-8.
CAT_000136_e155_d1	L. a. s. à un journaliste, 2 p.in-18 obl. Belle lettre.
CAT_000136_e156_d1	Sa carte de visite avec 6 lig. aut. sig.
CAT_000136_e157_d1	L. a. s., 3 p.in-18.
CAT_000136_e158_d1	L. a. s.2/3 de p.in-8.
CAT_000136_e159_d1	Pièce sig. sur vélin ; 1604, 1 p.in-8 obl.
CAT_000136_e160_d1	Le Chat et le Miroir, fable aut., 1 p. 1/2in-8. Très jolie pièce.
CAT_000136_e161_d1	L. a. s.1 p.in-8. Jolie lettre.
CAT_000136_e162_d1	Pièce sig.; Paris, 4 février 1660, 1 p. 1/2in-fol.
CAT_000136_e163_d1	L. a. s. à un journaliste; Buglose, près Dax, 1872, 2 p.in-18.
CAT_000136_e164_d1	Pièce de vers aut., 3/4 de p.in-4.
CAT_000136_e165_d1	L. a. s., 1/2 p.in-8. Il demande une barrique de Saint-Estêphe vieux.
CAT_000136_e166_d1	Pièce de vers aut. sig., 3/4 de p.in-4 obl.
CAT_000136_e167_d1	Pièce sig. sur vélin, 1776, in-8 obl.
CAT_000136_e168_d1	L. a. s., 1 p.in-8. Jolie lettre.
CAT_000136_e169_d1	L. a. s. à M. Minard ; Londres, 11 février 1867, 1 p.in-8. Jolie lettre.
CAT_000136_e170_d1	L. a. s. à Desonnaz; Nice, 18 janv., 2 p.in-8.
CAT_000136_e171_d1	L. a. s., 1825, 1 p.in-4.
CAT_000136_e172_d1	L. a. s. à Philippon ; 15 nov. 1837, 1 p.in-4.
CAT_000136_e173_d1	L. a. s., 4 p. pl. in-8. Belle lettre.
CAT_000136_e174_d1	L. a. s. à J.-J. Oberlin, à Strasbourg; Rouen, 26 octobre 1775, 4 p.in-4.
CAT_000136_e175_d1	L a.-. à un journaliste ; 1876, 1 p. 3/4in-8. Belle et curieuse lettre. Papier à son chiffre.
CAT_000136_e176_d1	Let. sig. au comte Rhingrave, colonel de reitres ; Paris, 18 avrit 1588, 1/2 p.in-fol. Un peu fatiguée dans les plis.
CAT_000136_e177_d1	L. a. s. à un journaliste, 1888, 1 p.in-8. Très belle lettre.
CAT_000136_e178_d1	L. a. s., 1 p.in-8.
CAT_000136_e179_d1	Let. sig. au cardinal de Mazarin ; Paris, 25 mars 1650, 3 p.in-4, cachets à ses armes.
CAT_000136_e180_d1	Pièce sig. avec 3 lig. aut.; 1759, 1 p.in-4.
CAT_000136_e181_d1	L. a. s.; Paris, 21 nov. (1871), 1 p.in-8. Ecornée.
CAT_000136_e182_d1	L. a. s. (à M. Mauroy) ; 22 juin 1850, 1 p. 344in-8.
CAT_000136_e183_d1	L. a. s. au marquis de Puisieux; Paris, 24 mars 1760, 1 p.in-4.
CAT_000136_e184_d1	2 pièces aut.; 1/2 p. in-fol. et 1 p. 1/2 in-18. Papier avec entourage gaufré et encadrement doré.
CAT_000136_e185_d1	L. a. s.; 1830, 1 p.in-4.
CAT_000136_e186_d1	L. a. s.; Saint-Raphaël (Var), (1873), 2 p.in-18.
CAT_000136_e187_d1	L. a. s. à Gigoux. 1/4 de p.in-8.
CAT_000136_e188_d1	L. a. s. au banquier Perregaux; 30 fructidor an XI, 1/2 p. petit in-4.
CAT_000136_e189_d1	Let. sig. du ministre Voyer d'Argenson à Lalande ; Versailles, 3 juin 1752, 1 p.in-fol. Déchirure dans une marge.
CAT_000136_e190_d1	Let. aut. à l'abbé de Billy, (érudit distingué, né à Vesoul en 1753, mort en 1825) ; Paris, 26 octobre 1818, 1 p.in-4
CAT_000136_e191_d1	1° L. a. s. à Ulric Guttinguer; 23 juillet (1858), 1 p.in-8. Très curieuse lettre où il proteste contre son article de la Gazette de France. Il le trouve peu généreux et considère qu'il n'est pas opportun en ce moment de l'accuser de sa seule faute morale en politique devant ses ennemis : « Et que savez-vous si celte fortune n'est pas pour quelques centimes dans la vôtre et si cette vie n'est pas pour quelques gouttes de sang dans vos veines »?
CAT_000136_e191_d2	2° Minute aut. de la réponse de Guttinguer à Lamartine; 4 août 1858, 1 p.in-8.
CAT_000136_e192_d1	L. a. s. ; L. a. Chenaie, 1833, 1 p.in-4. Curieuse.
CAT_000136_e193_d1	L. a. s.; 1846, 1 p. 3/4in-8.
CAT_000136_e194_d1	L. a. s., 1 p.in-8.
CAT_000136_e195_d1	Let. aut. au baron de Flanchenden, comman teur pour le roi à Strasbourg; Versailles, 15 janvier 1788, 1 p. 3/4in-8.
CAT_000136_e196_d1	L. a. s., en français, (à Mme de Lagrange) ; Gand, 9 nov., 1 p. 2/3in-4. Rare. Fripée. Légers raccommodages.
CAT_000136_e197_d1	L. a. s., Berne, 1873, 4 p.in-8.
CAT_000136_e198_d1	Pièce sig.; 3 juillet 1658, 2 p.in-fol.
CAT_000136_e199_d1	Pièce sig., sig. aussi par Nicolas, marquis de Rambouillet ; Paris, 6-16 avril 1588, 2 p.in-fol.
CAT_000136_e200_d1	L. a. s. à Mme Verniquet de Chavagnac ; Paris, 9 juin (1820), 3/4 de p.in-4.
CAT_000136_e201_d1	Pièce aut., 1 p.in-18 obl.
CAT_000136_e202_d1	Let. sig.; Biskra, 1889, 1 p. 1/3in-8.
CAT_000136_e203_d1	L. a. s. au citoyen Marguerites, au Cap; Port républicain (Saint-Domingue), 13 ventôse an X (4 mars 1802), 3/4 de p.in-4. Vignette républicaine.
CAT_000136_e204_d1	L. a. s., 1 p.in-8.
CAT_000136_e205_d1	L. a. s.; L. a. Hulpe, 1888, 2 p. 2/3in-8. Belle et intéressante lettre.
CAT_000136_e206_d1	L. a. s. (à la reine Marie Amélie); Bruxelles, 30 décembre 1835, 4 p.in-8. Très belle lettre.
CAT_000136_e207_d1	P. a. s.; 1807, 1 p.in-4.
CAT_000136_e208_d1	Pièce sig. ; 28 mai 1608, 3 p.in-fol.
CAT_000136_e209_d1	Pièce sig. avec quaire lignes aut. sur vélin ; 1626. 1 p. 1/2in-8 obl. Un peu tachée.
CAT_000136_e210_d1	L. a. s., 1 p. 2/3in-8.
CAT_000136_e211_d1	Pièce sig. sur velin; Blois, 10 décembre 1513, 1 p.in-4 obl.
CAT_000136_e212_d1	Pièce sig. sur vélin, contresignée par Colbert de Croissy; Versailles, 15 mai 1694, 1 page double in-fol.
CAT_000136_e213_d1	Pièce sig. sur vélin, contresignée par Voyer d'Argenson; Fontainebleau, 19 octobre 1746, 1 p. double in-fol.
CAT_000136_e214_d1	Let. sig., contresignée par le comte Molé, au roi de Danemark; palais de Neuilly, 4 juil. 1838, 1 p. double in-fol., sceau très-bien conservé. Léger raccommodage.
CAT_000136_e215_d1	Let. sig. avec la souscript. aut., contresignée par Philibert Babou, au duc d'Urbin et de Lavaur (François della Rovere); Vincennes, 15 février (1518), 3/4 de p.in-4.
CAT_000136_e216_d1	Pièce signée sur vélin; 31 déc. 1610; in-4 obl.
CAT_000136_e217_d1	L. a. s.: Paris, 4 février (1775), 3/4 de p.in-8. Jolie lettre toute relative à M. de Saint-Haon.
CAT_000136_e218_d1	L. a. s.; 1 p.in-8.
CAT_000136_e219_d1	Sa signature autographe
CAT_000136_e220_d1	L. a. s. à son collaborateur; 2 p.in-4. Rare.
CAT_000136_e221_d1	Pièce sig. par le roi Louis XVI; Paris, 16 janvier 17. 2. 1/2p. in-fol.
CAT_000136_e222_d1	L. a. s.; Paris, 1846, 3 p.in-4. Intéressante.
CAT_000136_e223_d1	L. a. s., en français; Londres, 1872. 1 p.in-8.
CAT_000136_e224_d1	L. a. s., 1 p. 1/3in-8. Tache d'humidité atteignant le texte
CAT_000136_e225_d1	L. a. s., 3/4 de p.in-8.
CAT_000136_e226_d1	France, « chappelain des chapelles Saint-Estienne, fondé en l'esglise de Ponthoise et de Nostre-Dame, foidé en l'esglise de Villiers-le-Secq. »-P. s.: Paris, 27 août 1660, 1 p. 1/2in-4.
CAT_000136_e227_d1	L. a. s.; 1876, 3 p.in-8. Papier à son chiffre. Belle et intéressante lettre.
CAT_000136_e228_d1	L. a. s., 1 p.in-8.
CAT_000136_e229_d1	Pièce sig.; 1849. 1 p.in-fol.
CAT_000136_e230_d1	L. a. s. à Mme Bouch r d'Argis (femme du lieutenant particulier au Châtelet); 1/2 p.in-4. Déchirure enlevant la partie blanche de la page.
CAT_000136_e231_d1	Les cingt ans de Curot, pièce de vers aut. sig., 1874, 1 p. 2/3in-4.
CAT_000136_e232_d1	L. a. s., 1 p.in-8.
CAT_000136_e233_d1	Son portraitcarie photographie avec 6 lig. aut. sig. Ciline, in-18.
CAT_000136_e234_d1	L. a. s.; L. a. Grange (Cher), (1850), 2 p.in-8.
